"Date","AverageFee","BlockHash","BlockNumber","BlockSize","TotalTransactions","TotalFees","Difficulty"
1714524677,3.38845159505806e-05,"00000000000000000003296cb950e61ab21541a1cb48e49c14c4279f25046b78",841577,1746354,5424,0.183755729999993,88104191118793.2
1714524619,0.000152282740353172,"000000000000000000000e3d7bc4c1a4ff6bf4f0a510e77b062a7e249605f5d9",841576,1799950,1530,0.23284031,88104191118793.2
1714524384,0.000115582027246189,"000000000000000000015b56bf34ee437ae41b48ee97a3bf13822fe1eff63942",841575,1432794,3084,0.35633939,88104191118793.2
1714522580,5.71631731583402e-05,"00000000000000000000c0eb4871e96468633d031b2a9cda4cdf0fa63fe93784",841574,1565350,4725,0.270038829999988,88104191118793.2
1714522044,4.27744558795501e-05,"00000000000000000003314b4658875bdeea3e354af11e39ca6994133e6ded31",841573,1648986,5248,0.224437569999986,88104191118793.2
1714521707,9.06123249409914e-05,"00000000000000000001cb885755a79a3714877010af418a25189e9b88ac9267",841572,1838059,2543,0.230336530000003,88104191118793.2
1714521322,5.55091351782861e-05,"00000000000000000002758b3cefbd066d74078df43820bae91954d8a3606590",841571,1775771,3759,0.208603329999993,88104191118793.2
1714520994,6.353904719764e-05,"000000000000000000020c6c5a3a3692bc6eb945904e5bcf3faacd00969f95d9",841570,2040655,3391,0.215397369999992,88104191118793.2
1714520718,9.76455521472394e-05,"00000000000000000002797f5061823742bd2a1e1a3c18f1f8be71e25ff6c2e0",841569,1729490,3261,0.318324500000001,88104191118793.2
1714519520,7.01051707609345e-05,"000000000000000000004c4208d2e939040734b2400362bab0893236edf321f9",841568,1779816,3339,0.234011059999996,88104191118793.2
1714519237,0.000117343993558776,"000000000000000000021b1ebba7769fe1e8c263abce28496c41fd0b223db3ba",841567,1772094,1864,0.218611860000001,88104191118793.2
1714519194,0.000114629555288462,"00000000000000000003288e65f0f9ff81bbc21f0df93f6cd469a8d760f45fa5",841566,1614935,3329,0.381487160000001,88104191118793.2
1714518337,0.000113157308552264,"00000000000000000000a35808e2e84833978cf29ce569fa517f4d4868b31700",841565,1559815,3579,0.404876849999997,88104191118793.2
1714516930,0.000142336530214425,"00000000000000000001e17d2d283cdb965f88984ccee27bcb7a585fe3d41174",841564,1594885,1540,0.21905592,88104191118793.2
1714516872,0.000192225416024653,"000000000000000000006af9771c2689fd5aaca86e2223e7dc3ba854d046f880",841563,1489744,1299,0.24950859,88104191118793.2
1714516751,0.000108938892190153,"00000000000000000000060832ca8883daa4a528a196e3581e005f8c39ddfbe1",841562,1739214,2357,0.256660029999996,88104191118793.2
1714516729,0.000141412995765702,"000000000000000000018e0fcf894f7d222b8687c776c83b4b8f15431fd909a0",841561,1545221,2835,0.400764430000002,88104191118793.2
1714515347,0.000135668051869723,"0000000000000000000196028e8d93f3b6f1359a954dc30ecfece0b7171d2f5b",841560,1613709,3317,0.449875260000002,88104191118793.2
1714513660,0.000125540802919708,"000000000000000000029a14ca46b641cadd5adf8a9512869b04b4dc640b10f0",841559,1480868,2056,0.257986349999998,88104191118793.2
1714513610,0.000130075763221154,"00000000000000000002e52118eef19462e543d8f7f904102ae8f376178d70bd",841558,1531422,3329,0.432892139999996,88104191118793.2
1714512008,0.00012681837287003,"0000000000000000000069a38993d8375c8cd754d6b4afdd820b026da1dcf4f5",841557,1642225,2994,0.379567389999998,88104191118793.2
1714511116,0.000113064091338583,"0000000000000000000280b36d8fd97f41793f9817ac48941df1e566bc4c84dd",841556,1706245,3176,0.358978489999997,88104191118793.2
1714510263,0.000134790537067545,"00000000000000000002eab8754f11d944846486e6b592df11986346525988c5",841555,1609038,3036,0.409089280000001,88104191118793.2
1714509240,0.000119882649164678,"00000000000000000002fb6ea298935b3d99906d63d0573fc5906b8b5bc9c348",841554,1628011,3353,0.401846640000004,88104191118793.2
1714508603,0.000151079701177181,"00000000000000000000060c750cf9de56396009b4e6fe5d4d6ef3aa80504c23",841553,1564840,3314,0.500527050000001,88104191118793.2
1714506660,0.000105475591663723,"00000000000000000000d5a066f6a640297fd3734632dba9ce8b8e8b43fed92b",841552,1443831,2832,0.298601399999994,88104191118793.2
1714506154,9.54155684754521e-05,"00000000000000000002dc14533c108f9d9a9d8099cb778e6ef06c8b539938e3",841551,1680435,3097,0.2954066,88104191118793.2
1714505886,9.27476902173914e-05,"00000000000000000001ea6146fc0efcdadbf2840108b9feeaa71b0b28a951a3",841550,1647664,3313,0.307180349999998,88104191118793.2
1714505447,9.64607336010714e-05,"000000000000000000020f7c066ba8bc6593462ed98c0a054470b0d3ef84b4cd",841549,1593435,3736,0.36028084,88104191118793.2
1714505009,7.92729499766244e-05,"000000000000000000023352a905366f932c5b8dad070ed059fd8d71a23c0705",841548,1638652,4279,0.339129680000005,88104191118793.2
1714504941,8.06539883333337e-05,"00000000000000000001693edd41496193c79268b95edc658693452fa1c10d89",841547,1449860,6001,0.483923929999985,88104191118793.2
1714504573,8.46986719179334e-05,"000000000000000000016ed69b39d9f245e80448848002b04626283298c51187",841546,1478342,5460,0.462370049999985,88104191118793.2
1714503891,8.83418508813723e-05,"0000000000000000000273aa0353bd880102eb8caaa723c6457fe44c777d15e0",841545,1609019,4199,0.370859089999997,88104191118793.2
1714503387,0.000115098318144159,"00000000000000000002f3b6dfd2c342fa8f928bdb8c560096628963e1be21f2",841544,1523523,3622,0.416771010000001,88104191118793.2
1714502574,0.000123943429228999,"000000000000000000008ec71de38c90d64e803fc8950468c5b127d29c1057a8",841543,1603989,3477,0.430827359999997,88104191118793.2
1714502069,0.000230273208132323,"00000000000000000002674ec1f18e17096b35844a5ff3d4625ed32b572bf7bb",841542,1565988,2903,0.668252850000002,88104191118793.2
1714499750,8.74952464094621e-05,"00000000000000000001236edd588d789fec25157fc1f0dcaf5e3246a8f0bcd4",841541,1612909,3552,0.310695620000001,88104191118793.2
1714499533,0.000160766684661797,"0000000000000000000221dbedfa55c4b1d1b9968526939b638e38adf21d89f2",841540,1593926,3150,0.50625429,88104191118793.2
1714497607,0.000212558727490997,"00000000000000000001dd2aac1b620ad53b40487c91cd26cbfd7a15393c27f9",841539,1364071,1667,0.354122840000001,88104191118793.2
1714497421,0.000201000636480137,"00000000000000000000d41edc0f818e032d1f5a6a4d0bd8a586680c1b3dcf30",841538,1588092,2342,0.470542489999999,88104191118793.2
1714496175,0.000289957041272998,"0000000000000000000287bfcde2a6da66b8f81572654e50181b691451bb557f",841537,1744525,2012,0.58310361,88104191118793.2
1714494583,0.000107529006107718,"000000000000000000003606bdc1fa388c4aae4e88f4c3c26b5a8a475a5a3464",841536,1481801,3603,0.387319479999995,88104191118793.2
1714493539,5.23082386021285e-05,"0000000000000000000104d5f32abc737ef38abcc85ee9e79f62f71509bd1ad9",841535,1645974,4980,0.260442720000001,88104191118793.2
1714493261,5.17278841179513e-05,"0000000000000000000207a554f57f4bca204523a30138c02242c66bce49fdbb",841534,1532235,3867,0.199979999999998,88104191118793.2
1714493253,8.51141467103605e-05,"00000000000000000002cb91f7cafac0052f2b93515a49f67d01f77645190c5e",841533,1565175,3968,0.337647819999992,88104191118793.2
1714492284,8.37009146791248e-05,"000000000000000000007d4f3a36a80a82169a5125edbf698e6aad67834251cb",841532,1524311,4068,0.340411620000009,88104191118793.2
1714491202,6.80525006657795e-05,"000000000000000000000b06335a81d994f852d8d0d7de0aa5407501c66a9e38",841531,1604528,3756,0.255537140000001,88104191118793.2
1714491025,8.24106986573846e-05,"0000000000000000000159d35d1e0e5b7946b43bfe315bc8af42e280e31f3ed8",841530,1572804,4023,0.331455829999993,88104191118793.2
1714490343,7.16445679839255e-05,"000000000000000000001167bdb237c714d7fbc0a1b4ded095062396212f9a06",841529,1562631,4480,0.320896020000014,88104191118793.2
1714489780,6.03725953288855e-05,"00000000000000000000fb4734b2471bebab9441f883afa71058fbfcec6083ad",841528,1614014,4197,0.253323409999998,88104191118793.2
1714489425,7.86850924974306e-05,"00000000000000000002a1e685426161c8cb6e62a623b7cf9872cfea8565db31",841527,1561530,3893,0.306242380000013,88104191118793.2
1714488846,3.60164884500743e-05,"0000000000000000000045814971b25321cd5a24d4e1011077a4c7b84c8a0ded",841526,1751192,5369,0.19333650999999,88104191118793.2
1714488748,4.72186968911913e-05,"000000000000000000000a9dae633d92a299476f4c772455e0021e02e95a9f69",841525,1595808,3861,0.182264169999983,88104191118793.2
1714488728,8.04792280130294e-05,"000000000000000000015685692fc14b1adeafcec56e5b4d6c2588bccc6c1b06",841524,1420328,3071,0.247071230000003,88104191118793.2
1714488613,9.42649771689498e-05,"00000000000000000000621dd1b9957b7b8832078109ca6a40ad0acd1077de6f",841523,1569708,3286,0.30966045,88104191118793.2
1714488145,0.000136265838200934,"000000000000000000001779308fc3e029aab333174061ecfec27d945be63a6f",841522,1578706,3425,0.466574229999999,88104191118793.2
1714486187,6.8938789633306e-05,"000000000000000000031f43f7052bfa753b78f0c33d396055aa03c5e384e1df",841521,1650353,3628,0.250040989999996,88104191118793.2
1714485793,5.44237263600284e-05,"000000000000000000030eef1663114ef04e8354ed127e0003dc5fd9741a0b98",841520,1555781,4284,0.233096819999992,88104191118793.2
1714485414,4.06070231271002e-05,"000000000000000000025db27c37f9ae0bf7a13f48de7e09e3b81686a6f8d044",841519,1553628,5060,0.205430929999999,88104191118793.2
1714485216,4.03690657748051e-05,"000000000000000000031c83186571bb84c471e59dd5665f738100c678604e0a",841518,1630245,4486,0.181055259999991,88104191118793.2
1714485152,8.47808174224342e-05,"0000000000000000000227b1efb7b5ae2bee235d14a700128ec046baa8f5576f",841517,1786442,3353,0.284185300000003,88104191118793.2
1714484627,7.85306811315568e-05,"00000000000000000000d1bc81efa059e9a088548f2e2a4634f6502c1124f62e",841516,1713901,3642,0.285930210000004,88104191118793.2
1714484146,8.60421903360314e-05,"00000000000000000002e92c4bd57d2fe075ed1e6e5d9667944fe7cef22b73fb",841515,1560777,4078,0.350794009999987,88104191118793.2
1714483015,0.000117837025210084,"0000000000000000000244ac6833b92bb1e4a8255ceacb0d2069236aee727803",841514,1402609,1786,0.210339090000001,88104191118793.2
1714482921,8.25902386065375e-05,"000000000000000000018d2dcba47868819cb242851f5d63a8a70f51c61b4bf4",841513,1559631,4192,0.346135689999991,88104191118793.2
1714482204,8.11011879823594e-05,"00000000000000000003048d0f9c3b07f3c50ac2ae3103b6e9d4ea6bf75bf0ab",841512,1647182,3629,0.294235109999999,88104191118793.2
1714481914,0.000160129336051252,"0000000000000000000115d246f6017af70585435534880710968a71a13daa71",841511,1628921,3435,0.549884139999992,88104191118793.2
1714480172,4.52528177570093e-05,"00000000000000000000088bc8389fbc2e6b80921673961274b328c8eff5b85b",841510,1576894,4281,0.193682059999994,88104191118793.2
1714480140,0.000115340924461413,"000000000000000000028565d294bbb054de790968bbc96e7b326d02a2033e8c",841509,1588891,3668,0.422955169999996,88104191118793.2
1714479161,0.000118858029667849,"00000000000000000000159322b9b94066768db7d9dbf0ad045bcd4c503361fc",841508,1627153,3102,0.36857875,88104191118793.2
1714478569,6.44297885276234e-05,"00000000000000000001433263025a18d45caff79dbeee6e5e469d6e916d0fe4",841507,1648042,3784,0.243737890000003,88104191118793.2
1714478337,7.68126011299431e-05,"00000000000000000002bdc3c02b5b38400f0900e803517635e81102c9b72bf6",841506,1562500,4426,0.339895760000009,88104191118793.2
1714477470,4.79082337773956e-05,"00000000000000000001c044dab0e83191b81857f43ccbb997fb6a10726e56aa",841505,1641643,4655,0.222964919999983,88104191118793.2
1714477155,3.7189684647303e-05,"00000000000000000000f864624daf3a4129d24a19fd1701465f361a23bf36c7",841504,1672294,4821,0.179254279999995,88104191118793.2
1714477122,8.38250910397701e-05,"00000000000000000001ef9766aec0db6a05f552b4d86d07f5b61dc218c21714",841503,1568539,4175,0.349885929999995,88104191118793.2
1714476107,5.24376668855334e-05,"000000000000000000031f2920a8a87c82ef1ea7ea53735bda0411cc1be0c91d",841502,1590180,4570,0.239587699999994,88104191118793.2
1714475807,0.000139068036714375,"00000000000000000000350ba9b53539b5fd4e64465171340bfc4ad084514b0d",841501,1594473,3215,0.446964670000003,88104191118793.2
1714475617,0.000473697205536695,"00000000000000000000f721fbf3507a2c6d832bfd2d623ebdb59aa5d1c3152f",841500,1552212,3830,1.81378659999999,88104191118793.2
1714474791,0.000105755392725356,"00000000000000000002fa250288201804f77c116a1dc478b41f697a5f0354ce",841499,1517495,1898,0.200617979999998,88104191118793.2
1714474727,7.06358744147618e-05,"0000000000000000000106ff78d1c1a4a637a216ba280544b537481c16cfdd64",841498,1615225,3632,0.256478860000002,88104191118793.2
1714474433,0.000160628273844353,"00000000000000000001d480ba3767b564a9b9aa388c30c8db54149912a651bc",841497,1311536,1710,0.274513720000002,88104191118793.2
1714474250,8.9938589381893e-05,"00000000000000000000606c99f0648558e0be9c36f12e1669be4ef39b7a4df7",841496,1579321,3900,0.350670559999999,88104191118793.2
1714473082,8.69003120393113e-05,"00000000000000000000bd7652fad4a2cf7cdd899ae766b0b80ea60fe1ed9d63",841495,1537427,4071,0.353684270000022,88104191118793.2
1714472375,8.91615120567377e-05,"000000000000000000000298d827f163185b6e40c8eb97fdf96f1d21e42d61c5",841494,1582055,3526,0.314294330000011,88104191118793.2
1714471899,6.84322096148106e-05,"00000000000000000003030e17659741a0aaf989b3757ccf2f55dd4b5771fe03",841493,1897284,3350,0.229179469999994,88104191118793.2
1714471859,0.00010117791426513,"00000000000000000002362ec3589e98b84d8f42312b088f82d68944d712e9be",841492,1683372,2777,0.280869889999998,88104191118793.2
1714471680,0.000140936113303269,"000000000000000000009a4c627f7989e240885059df4c6015e6a46e214836e6",841491,1540546,3549,0.500041329999996,88104191118793.2
1714470056,8.2976853146853e-05,"000000000000000000011354efe8af9db02b9055562d6838b33521bd20e9a376",841490,1601036,3719,0.308507940000004,88104191118793.2
1714469449,8.24427895642201e-05,"000000000000000000015b84c72c983b98721fe4a4d1aa8e5650af73560c7b07",841489,1906291,3489,0.287560449999999,88104191118793.2
1714469312,0.000121220943658063,"00000000000000000001433bbbffcaac103d549cf33d19f757d388ea34060093",841488,1561260,3604,0.436759059999999,88104191118793.2
1714467568,4.27712798315397e-05,"0000000000000000000065277b9af0e4bbdbdeddc8990f042549c99c3428a143",841487,1512146,4275,0.182804449999996,88104191118793.2
1714467467,0.000101526156462585,"000000000000000000016d8ce9fab0c593b40baa896da3e681924a3fadcb9850",841486,1562572,3529,0.358184279999995,88104191118793.2
1714466854,5.23855735838313e-05,"00000000000000000002ab7612e4013047acb0e31c8b9cc372e41a87abf46ad2",841485,1530767,3514,0.184030520000003,88104191118793.2
1714466786,0.000108322109202994,"000000000000000000005c5fe45941411025c9324882352e8dbdd1af1741ee61",841484,1866929,2272,0.245999510000001,88104191118793.2
1714466558,8.25093829578847e-05,"00000000000000000002cb86e9f775b9e8629a410d00297ab2b48240ff01fa50",841483,1555396,3064,0.25272624,88104191118793.2
1714466392,7.35345442064798e-05,"0000000000000000000260b6ba1a1d7841d52296b0404ee1b841b9d08f250532",841482,1477303,3643,0.267812809999999,88104191118793.2
1714466045,6.8559827973074e-05,"00000000000000000002d3dd95610ede4b4f595094587750ac470702967b2b1b",841481,1498042,4012,0.274993469999992,88104191118793.2
1714465725,9.14028608380758e-05,"0000000000000000000054b12780cb7c2e7e5d4a792424a985b88f70d6f74270",841480,1542622,3867,0.353363460000005,88104191118793.2
1714465072,8.94685591166177e-05,"0000000000000000000030453ac9cecfcda43b8d97ab44f04425aced3fdaee33",841479,1575940,3714,0.332196760000001,88104191118793.2
1714464374,8.07968662055804e-05,"000000000000000000018815b37126242a916666dd4aa7f9d6cf540aca24417e",841478,1554991,4194,0.338781259999989,88104191118793.2
1714463607,0.000120511803187028,"00000000000000000001e4ef266ed84785115f65b51ed9ba37e922c24b1fb98b",841477,1466871,3578,0.431070719999992,88104191118793.2
1714462823,7.17549934640518e-05,"00000000000000000002e3e27ba27fe3d96803ee2e7615c7e6f3aea23fb7ca7e",841476,1516642,4591,0.32935541999999,88104191118793.2
1714462250,0.000127869786109713,"00000000000000000001c0b323e5a5d65b402e376349dc3945eb99170b0ccd65",841475,1492386,3975,0.508154530000003,88104191118793.2
1714460297,7.10563188504956e-05,"000000000000000000027c4c526c65f1f5c94d4f0a95bd0f74a8a4faecf54117",841474,1750966,2924,0.207697619999996,88104191118793.2
1714460021,3.87028871822998e-05,"00000000000000000000c0bdc7bda372de6a00557810ef7ee38b7f024150019e",841473,1635696,5470,0.211666089999992,88104191118793.2
1714459837,6.76508036589349e-05,"000000000000000000011aa06bba1b546d2f410c476953f7bffc4b28f4d9050c",841472,1475209,3062,0.207079110000001,88104191118793.2
1714459714,9.17705177038626e-05,"000000000000000000026f95a4dd8831dbc4eccbf411edf3231000205ff670ca",841471,1519913,3729,0.342120490000005,88104191118793.2
1714457957,6.2967315332092e-05,"00000000000000000000b341e699d4419f1ccacddf6c02886d9968f28f3e475e",841470,1624856,3223,0.202880689999994,88104191118793.2
1714457546,0.000178081002227171,"00000000000000000000132ff954cd9fc44ef918c134f114e5e37c6aa0d8acb6",841469,1959014,899,0.15991674,88104191118793.2
1714457487,4.59807520833334e-05,"000000000000000000007445a6b7c905cd7d787b8c49c6ee4a8d9f3d3dcd439c",841468,1543015,4801,0.220707609999982,88104191118793.2
1714457077,5.67601646596218e-05,"00000000000000000000997d781687fe39c9492075297da7f45b81b3bdf9ab40",841467,1503374,4070,0.230957109999985,88104191118793.2
1714456588,5.27351609260308e-05,"00000000000000000001673e34412821d0246d799fa6e78a551cf17ecb8980f5",841466,1613342,3543,0.186787940000012,88104191118793.2
1714456381,0.000157831990430621,"000000000000000000001043a8b05fc03b7b8515b61bad470c08595b2e0a0bac",841465,1811674,1046,0.164934429999999,88104191118793.2
1714456308,4.55150851221321e-05,"00000000000000000001d8887effd551e183607bf8f9b8d983cfae94f4ff92cc",841464,1645039,4054,0.184472640000005,88104191118793.2
1714456117,6.33139462313971e-05,"00000000000000000002ee8f485e84b73802499095e3c26b5aa953be85521148",841463,1550692,4167,0.263765900000006,88104191118793.2
1714455263,5.42347171532845e-05,"000000000000000000008763893291eb88930a1f66a78365b9a263eec53f2068",841462,1602319,4385,0.237764999999985,88104191118793.2
1714454592,5.07918961232605e-05,"00000000000000000002cd6a0141048b0db4636dcf5104613525febb167dbe78",841461,1680803,4025,0.204386589999991,88104191118793.2
1714454281,4.05713808049537e-05,"00000000000000000000f8fa1de80796fe99a3539f7bdd59b782bca21afd746a",841460,1698869,4846,0.196568339999984,88104191118793.2
1714453996,6.15838184546133e-05,"00000000000000000002c0780d2e228d508ff23f3b346033224106a03b0eed75",841459,1809562,4000,0.246273689999996,88104191118793.2
1714453285,7.00187268266087e-05,"00000000000000000002191d9750a3ade00ff359ce12fd363ff4c1f68767cb86",841458,1600304,3669,0.256828689999997,88104191118793.2
1714452599,4.68196467520153e-05,"000000000000000000012c4b4247b9cbedab68311d058e6db7e952d9ca90a267",841457,1670389,4219,0.197485269999988,88104191118793.2
1714452398,0.000119766230326296,"00000000000000000002178c76b672ee760303f3d249a32c5f455056d4bdca4e",841456,1452263,2606,0.31199103,88104191118793.2
1714451545,0.000118362524732885,"00000000000000000000e5fc9ef53b6b42c10a7a22054979b0740051b4f54bae",841455,1711696,2528,0.299102100000001,88104191118793.2
1714450856,0.000108891704773365,"00000000000000000000b332c9e5478361b3d5bfea78c8e67dc46c26e6580028",841454,1615038,2494,0.27146702,88104191118793.2
1714450138,0.00011232277181208,"000000000000000000018dbb6d4f4e259d9524552c39a4a3ba9085739709b1f2",841453,1587180,2981,0.334721859999999,88104191118793.2
1714448729,4.26238081835898e-05,"00000000000000000000e8547ca2afa67e67ee1e04474b8b619e568ac76830a9",841452,1624270,4620,0.196879369999984,88104191118793.2
1714448523,8.88579631560653e-05,"00000000000000000001eff734e4980070e6244ec0e85f071cfdf9e8f6dddf89",841451,1445942,2878,0.255644360000002,88104191118793.2
1714448071,0.000131279127127852,"00000000000000000001ff85a96b5d6a3cb025fd17e948d161ece443aec97566",841450,1490359,2762,0.36246167,88104191118793.2
1714446390,4.82439736733859e-05,"000000000000000000012465c1ae974b238c9c6ed267f394d134bb21b9146104",841449,1540009,4863,0.234562199999984,88104191118793.2
1714445918,7.91030103230104e-05,"00000000000000000001c497fa67fbb5e247d7e46a3a217e5dd294dfe115b3af",841448,1696791,3004,0.237546339999994,88104191118793.2
1714445402,8.12846300484653e-05,"0000000000000000000167ec903d15a43745e6d04a0636cfa4e0db9249a7e54a",841447,1560494,3096,0.251575930000001,88104191118793.2
1714445070,8.27311944444445e-05,"00000000000000000000bb68793c8af85d5cf5630728bfb48fcc6feb2970c59c",841446,1461913,3241,0.268049070000005,88104191118793.2
1714444774,0.000127774035140867,"00000000000000000000225f4df3b220c8cbfe597a286980d4cd2b07c0c55c7f",841445,1519050,3302,0.421782089999988,88104191118793.2
1714443443,0.000104410072245635,"000000000000000000004e59a2c9a0f8772bd05c78a2e51bcb9fabd6d3788e42",841444,1586462,3323,0.346850259999991,88104191118793.2
1714442700,0.00010446952962578,"000000000000000000025db03fbf74e11cfe498631614b7fe6896e69b2a527af",841443,1610364,3849,0.401998749999995,88104191118793.2
1714442135,0.00010353113556681,"00000000000000000002966f4955072621882704b06be9807ccf49c501bc8a5e",841442,1514718,5135,0.53152885,88104191118793.2
1714441667,0.000130470405852639,"000000000000000000002dc204f49ab4219aa56431f2a69d844f97155e1bb18b",841441,1406966,5742,0.749030600000022,88104191118793.2
1714440490,4.98316860603182e-05,"00000000000000000002daa1aa20bccc03d0dec9d5784a7f5f27682a4f9884cc",841440,1725813,4212,0.209841229999985,88104191118793.2
1714440319,6.02468626874446e-05,"00000000000000000001c4b25514c1b3b4e302d89078f18f7bde21cb1b166b41",841439,1574232,3402,0.204899579999996,88104191118793.2
1714440078,3.64160725497034e-05,"00000000000000000000356ddc952f70ae430841fbefe8ef00b7df8e44a6cb0e",841438,1612931,5735,0.208809759999992,88104191118793.2
1714439858,0.000101020118721461,"0000000000000000000158812f9c34fffa3a9be29000f0b7448fef78258aa598",841437,1464078,2191,0.221234060000003,88104191118793.2
1714439631,0.000111304213333333,"000000000000000000028744918bcd7058f96ae463ba0f69369692b995c018e0",841436,1474921,2626,0.292173559999998,88104191118793.2
1714438962,0.000204156974358975,"00000000000000000001afd2891329be193510ab60c426c11d5d2e00dc55c0da",841435,1371038,2341,0.477727320000001,88104191118793.2
1714437400,5.3628858739026e-05,"00000000000000000003083ea050af05fa7d6943fe6a2ac5613c125e5b8702b2",841434,1578975,3760,0.201590879999987,88104191118793.2
1714437306,0.000147068150684932,"00000000000000000002868d41d14edcaf2499e364a4101dafeea9cf70ec765f",841433,1314495,2191,0.322079249999999,88104191118793.2
1714436484,0.000126204769097971,"00000000000000000000fe96347ea6eddb43aefea8c873df9373b6a06b106d36",841432,1415363,2318,0.292416449999999,88104191118793.2
1714435740,0.000119428388845856,"00000000000000000001b691bb790e4debecc57c8eabd65e9a3ac1042b464523",841431,1422691,2583,0.308364099999999,88104191118793.2
1714434786,9.17741048188531e-05,"0000000000000000000220c4d8d8f4af8f43bc269ef771ae79f6eed869a25840",841430,1459574,2844,0.260913780000005,88104191118793.2
1714434254,0.000178209441489362,"0000000000000000000157b1e7607eb4a9ba560877b3bf3c124ec7e3568aa736",841429,1326388,1881,0.335033750000002,88104191118793.2
1714433422,4.08131238560094e-05,"0000000000000000000069315529f865d5105b28cd90c64b358b41491c8f5e6c",841428,1744841,4918,0.200678129999986,88104191118793.2
1714433223,4.0927911685306e-05,"0000000000000000000239c77361b8e27d8d237f70ecb07bf3c2915fd06d2282",841427,1650204,5187,0.212252149999987,88104191118793.2
