Correlation Matrix:

                                 AverageFee   BlockNumber    BlockSize
HourOfDay23                   -4.327555e-02 -0.0411704081 -0.0445169194
DayOfWeek2                     1.495799e-02  0.0214410015  0.0196504569
DayOfWeek3                    -1.392289e-04 -0.0245295879  0.0186574603
DayOfWeek4                     1.009711e-02 -0.0006195129 -0.0049250561
DayOfWeek5                    -1.641562e-02 -0.0215194539 -0.0354162336
DayOfWeek6                     1.442028e-02  0.0215371216  0.0113231411
DayOfWeek7                     5.094045e-03 -0.0063236116  0.0023470027
hour_sin                       1.528220e-01  0.0741410467 -0.0025046214
hour_cos                      -2.615591e-01 -0.2787462996 -0.3124352771
day_sin                       -3.532358e-03  0.0108134939  0.0224165374
day_cos                       -5.442227e-03  0.0183171085 -0.0036093907
                               HourOfDay13  HourOfDay14  HourOfDay15
AverageFee                    -0.048514747  0.003211760  0.014549694
BlockNumber                   -0.003182259 -0.006867838 -0.027795636
BlockSize                     -0.014807613 -0.017482063 -0.019964057
TotalTransactions              0.034274608  0.027982137  0.040377349
TotalFees                     -0.020720148  0.022330347  0.032749616
Difficulty                    -0.012633267 -0.006068049 -0.023698655
TimeDiffMinutes                0.016366816 -0.020996556  0.007896003
HourOfDay                      0.043504282  0.086098069  0.099978673
DayOfWeek                     -0.022309892 -0.032549404  0.001060209
IsWeekend                     -0.005716473  0.004380832 -0.026416502
TotalFeesLog                  -0.020625427  0.024743142  0.034657504
TotalTransactions_Lag1         0.029813412  0.036324228  0.029722794
BlockSize_Lag1                -0.023721454 -0.012977316 -0.027719268
TotalFees_Lag1                -0.031134236  0.029780880  0.023426803
TotalFeesLog_Lag1             -0.030439792  0.032166498  0.025620764
TotalTransactions_RunningAvg2  0.025964549  0.045915984  0.033402956
TotalTransactions_RunningAvg3  0.020407269  0.050385875  0.027266205
BlockSize_RunningAvg2         -0.037461732 -0.011271815 -0.034754296
BlockSize_RunningAvg3         -0.044468709 -0.013220864 -0.037096882
TotalFees_RunningAvg2         -0.035695276  0.030057877  0.019874472
TotalFees_RunningAvg3         -0.039443951  0.027291214  0.013707551
TotalFeesLog_RunningAvg2      -0.034940545  0.031825255  0.021567904
TotalFeesLog_RunningAvg3      -0.038412773  0.028608320  0.015642963
Interaction_HourIsWeekend      0.007416682  0.029797687  0.001654855
BlockSize_Squared             -0.025145253 -0.014773221 -0.026303706
BlockSize_Cubed               -0.026245022 -0.016367083 -0.024984600
HourOfDay_Squared             -0.011383853  0.025801789  0.056228139
HourOfDay_Cubed               -0.050386839 -0.023623963  0.014694123
HourOfDay1                    -0.040063270 -0.047307014 -0.039144675
HourOfDay2                    -0.039571323 -0.046726118 -0.038664007
HourOfDay3                    -0.040258627 -0.047537693 -0.039335552
HourOfDay4                    -0.043740501 -0.051649117 -0.042737592
HourOfDay5                    -0.041793808 -0.049350446 -0.040835534
HourOfDay6                    -0.042170307 -0.049795019 -0.041203400
HourOfDay7                    -0.041223716 -0.048677277 -0.040278513
HourOfDay8                    -0.042076444 -0.049684185 -0.041111689
HourOfDay9                    -0.041793808 -0.049350446 -0.040835534
HourOfDay10                   -0.043831428 -0.051756484 -0.042826434
HourOfDay11                   -0.041699243 -0.049238783 -0.040743137
HourOfDay12                   -0.045088741 -0.053241128 -0.044054918
HourOfDay13                    1.000000000 -0.046492042 -0.038470318
HourOfDay14                   -0.046492042  1.000000000 -0.045426044
HourOfDay15                   -0.038470318 -0.045426044  1.000000000
HourOfDay16                   -0.039965290 -0.047191318 -0.039048941
HourOfDay17                   -0.043831428 -0.051756484 -0.042826434
HourOfDay18                   -0.041604500 -0.049126910 -0.040650566
HourOfDay19                   -0.040550175 -0.047881955 -0.039620416
HourOfDay20                   -0.040936192 -0.048337766 -0.039997581
HourOfDay21                   -0.042450866 -0.050126305 -0.041477526
HourOfDay22                   -0.038773231 -0.045783726 -0.037884214
HourOfDay23                   -0.038873754 -0.045902424 -0.037982433
DayOfWeek2                     0.009580632  0.037758931  0.024733389
DayOfWeek3                     0.026979430  0.012576455  0.020280241
DayOfWeek4                    -0.040999818 -0.029732472 -0.023735793
DayOfWeek5                     0.025153268 -0.006957239  0.006964435
DayOfWeek6                    -0.015420031 -0.019854786  0.004375328
DayOfWeek7                    -0.015849906 -0.005598233 -0.006960781
hour_sin                      -0.074379404 -0.167263640 -0.194847673
hour_cos                      -0.263196690 -0.277436063 -0.185670598
day_sin                        0.016249896  0.042599808  0.005532257
day_cos                       -0.008904248 -0.002089072 -0.013051227
                               HourOfDay16   HourOfDay17  HourOfDay18
AverageFee                     0.006046118  0.0307701695  0.067867831
BlockNumber                   -0.018922964  0.0086065247  0.015101954
BlockSize                     -0.020071265 -0.0240146015 -0.012912186
TotalTransactions              0.032365507  0.0368675090  0.004835085
TotalFees                      0.023912094  0.0546419763  0.075872731
Difficulty                    -0.023836710 -0.0026501055  0.016011532
TimeDiffMinutes               -0.002523182 -0.0058402365  0.013021153
HourOfDay                      0.133716518  0.1793924038  0.201355138
DayOfWeek                      0.015203463  0.0196813374 -0.004602859
IsWeekend                     -0.005025869  0.0172817265  0.021848085
TotalFeesLog                   0.026959859  0.0538509616  0.076283249
TotalTransactions_Lag1         0.036819482  0.0361818632  0.004503996
BlockSize_Lag1                -0.015740523 -0.0327248755  0.002768156
TotalFees_Lag1                 0.022790439  0.0464479168  0.069240180
TotalFeesLog_Lag1              0.025387078  0.0463412240  0.069097829
TotalTransactions_RunningAvg2  0.046108334  0.0421997791  0.012962504
TotalTransactions_RunningAvg3  0.047948864  0.0490422933  0.021357275
BlockSize_RunningAvg2         -0.017118220 -0.0430159242  0.007272279
BlockSize_RunningAvg3         -0.016667798 -0.0470296881  0.008316444
TotalFees_RunningAvg2          0.024762199  0.0539870793  0.068683197
TotalFees_RunningAvg3          0.021285585  0.0584073890  0.068808299
TotalFeesLog_RunningAvg2       0.027824655  0.0536270552  0.068924443
TotalFeesLog_RunningAvg3       0.024645975  0.0579875635  0.069589408
Interaction_HourIsWeekend      0.034194145  0.0744440242  0.088143210
BlockSize_Squared             -0.016761502 -0.0344681426  0.003074748
BlockSize_Cubed               -0.017467861 -0.0358128863  0.003452036
HourOfDay_Squared              0.097145618  0.1517631372  0.189576352
HourOfDay_Cubed                0.055911572  0.1118343218  0.160086064
HourOfDay1                    -0.040665853 -0.0445997613 -0.042333796
HourOfDay2                    -0.040166506 -0.0440521088 -0.041813968
HourOfDay3                    -0.040864148 -0.0448172389 -0.042540225
HourOfDay4                    -0.044398392 -0.0486933769 -0.046219429
HourOfDay5                    -0.042422419 -0.0465262534 -0.044162410
HourOfDay6                    -0.042804581 -0.0469453843 -0.044560246
HourOfDay7                    -0.041843752 -0.0458916082 -0.043560009
HourOfDay8                    -0.042709306 -0.0468408929 -0.044461064
HourOfDay9                    -0.042422419 -0.0465262534 -0.044162410
HourOfDay10                   -0.044490687 -0.0487945998 -0.046315509
HourOfDay11                   -0.042326432 -0.0464209806 -0.044062486
HourOfDay12                   -0.045766910 -0.0501942815 -0.047644078
HourOfDay13                   -0.039965290 -0.0438314283 -0.041604500
HourOfDay14                   -0.047191318 -0.0517564837 -0.049126910
HourOfDay15                   -0.039048941 -0.0428264340 -0.040650566
HourOfDay16                    1.000000000 -0.0444906866 -0.042230263
HourOfDay17                   -0.044490687  1.0000000000 -0.046315509
HourOfDay18                   -0.042230263 -0.0463155092  1.000000000
HourOfDay19                   -0.041160081 -0.0451418003 -0.042848296
HourOfDay20                   -0.041551903 -0.0455715265 -0.043256189
HourOfDay21                   -0.043089359 -0.0472577115 -0.044856705
HourOfDay22                   -0.039356410 -0.0431636469 -0.040970646
HourOfDay23                   -0.039458445 -0.0432755526 -0.041076866
DayOfWeek2                     0.001664229 -0.0254651883 -0.001991690
DayOfWeek3                    -0.005021967 -0.0001392289  0.006539161
DayOfWeek4                    -0.034055763  0.0127186465 -0.022264534
DayOfWeek5                    -0.026142807 -0.0114522817  0.004836897
DayOfWeek6                     0.066519821  0.0023348559 -0.016047848
DayOfWeek7                    -0.007379898  0.0222163356  0.014568403
hour_sin                      -0.247413346 -0.3023679117 -0.297048544
hour_cos                      -0.133455411 -0.0704623285  0.010433392
day_sin                       -0.006842650 -0.0103021734  0.014276518
day_cos                        0.037188373  0.0105334483  0.012486801
                                HourOfDay19  HourOfDay20   HourOfDay21
AverageFee                     0.0167434413  0.033464121  0.0303036163
BlockNumber                    0.0221621479  0.051748413 -0.0092274713
BlockSize                     -0.0052901480 -0.012402113  0.0164299778
TotalTransactions             -0.0003534738 -0.013306118 -0.0165641482
TotalFees                      0.0217735498  0.019718825  0.0120395899
Difficulty                     0.0116494130  0.045867527 -0.0138978100
TimeDiffMinutes               -0.0191685967 -0.026832295 -0.0214298315
HourOfDay                      0.2265419986  0.259276420  0.3005791348
DayOfWeek                      0.0124683712 -0.031770969  0.0149106297
IsWeekend                     -0.0064318204  0.028339373  0.0243102448
TotalFeesLog                   0.0225495295  0.022817575  0.0136292845
TotalTransactions_Lag1         0.0203134340 -0.010338824 -0.0161564519
BlockSize_Lag1                -0.0124408760 -0.012091543  0.0099451948
TotalFees_Lag1                 0.0350276806  0.020224315  0.0206622996
TotalFeesLog_Lag1              0.0355150300  0.023670015  0.0206569403
TotalTransactions_RunningAvg2  0.0141872547 -0.008038638 -0.0127345929
TotalTransactions_RunningAvg3  0.0073822308 -0.006847461 -0.0180452230
BlockSize_RunningAvg2         -0.0243886505  0.004077324  0.0131661166
BlockSize_RunningAvg3         -0.0242771849  0.010532356 -0.0002643074
TotalFees_RunningAvg2          0.0381003687  0.027515695  0.0245561186
TotalFees_RunningAvg3          0.0403972331  0.030627778  0.0286499851
TotalFeesLog_RunningAvg2       0.0390128840  0.030242312  0.0242780830
TotalFeesLog_RunningAvg3       0.0409599866  0.033127448  0.0281280942
Interaction_HourIsWeekend      0.0592312886  0.117919613  0.1263762279
BlockSize_Squared             -0.0134337046 -0.010977184  0.0103767639
BlockSize_Cubed               -0.0140960058 -0.009996698  0.0106073474
HourOfDay_Squared              0.2316777690  0.283794893  0.3487082712
HourOfDay_Cubed                0.2147737464  0.282704902  0.3686754538
HourOfDay1                    -0.0412609905 -0.041653773 -0.0431949983
HourOfDay2                    -0.0407543357 -0.041142295 -0.0426645952
HourOfDay3                    -0.0414621876 -0.041856886 -0.0434056260
HourOfDay4                    -0.0450481551 -0.045476990 -0.0471596769
HourOfDay5                    -0.0430432640 -0.043453013 -0.0450608114
HourOfDay6                    -0.0434310184 -0.043844459 -0.0454667409
HourOfDay7                    -0.0424561288 -0.042860289 -0.0444461557
HourOfDay8                    -0.0433343493 -0.043746870 -0.0453655407
HourOfDay9                    -0.0430432640 -0.043453013 -0.0450608114
HourOfDay10                   -0.0451418003 -0.045571526 -0.0472577115
HourOfDay11                   -0.0429458720 -0.043354694 -0.0449588545
HourOfDay12                   -0.0464367008 -0.046878754 -0.0486133073
HourOfDay13                   -0.0405501755 -0.040936192 -0.0424508655
HourOfDay14                   -0.0478819555 -0.048337766 -0.0501263047
HourOfDay15                   -0.0396204158 -0.039997581 -0.0414775256
HourOfDay16                   -0.0411600812 -0.041551903 -0.0430893591
HourOfDay17                   -0.0451418003 -0.045571526 -0.0472577115
HourOfDay18                   -0.0428482962 -0.043256189 -0.0448567050
HourOfDay19                    1.0000000000 -0.042160009 -0.0437199646
HourOfDay20                   -0.0421600086  1.000000000 -0.0441361557
HourOfDay21                   -0.0437199646 -0.044136156  1.0000000000
HourOfDay22                   -0.0399323847 -0.040312520 -0.0418041173
HourOfDay23                   -0.0400359130 -0.040417034 -0.0419124983
DayOfWeek2                    -0.0060396921 -0.037058333 -0.0260099169
DayOfWeek3                     0.0241453664  0.014573287 -0.0120712583
DayOfWeek4                     0.0092856070  0.004996615  0.0074428050
DayOfWeek5                     0.0038649410  0.007585147 -0.0190190937
DayOfWeek6                    -0.0224067007 -0.026372770  0.0181168491
DayOfWeek7                     0.0166190297 -0.013724011  0.0159424720
hour_sin                      -0.2797324284 -0.253423912 -0.2150086817
hour_cos                       0.0855254527  0.157229119  0.2261733278
day_sin                       -0.0021771149  0.010949589 -0.0087474025
day_cos                       -0.0212195649 -0.005291172  0.0257158128
                               HourOfDay22  HourOfDay23   DayOfWeek2
AverageFee                     0.061195528  0.017438665  0.003363216
BlockNumber                   -0.007233216 -0.014978681  0.039315518
BlockSize                     -0.026597456  0.035929958  0.031418711
TotalTransactions             -0.032510272 -0.041808891  0.018861903
TotalFees                      0.034159933 -0.008132218  0.012154727
Difficulty                     0.003252830 -0.008173685  0.014224814
TimeDiffMinutes                0.019969122  0.005710539 -0.006798114
HourOfDay                      0.303501351  0.333325500 -0.015905307
DayOfWeek                      0.004845536  0.013058182 -0.413984829
IsWeekend                      0.004395470 -0.032941859 -0.253211815
TotalFeesLog                   0.033209036 -0.006697071  0.010381735
TotalTransactions_Lag1        -0.029027759 -0.038006727  0.013570344
BlockSize_Lag1                -0.017161495  0.015139056  0.030860722
TotalFees_Lag1                 0.029585901  0.006195563  0.008549730
TotalFeesLog_Lag1              0.028822412  0.006709680  0.006505038
TotalTransactions_RunningAvg2 -0.031944296 -0.041131225  0.020079178
TotalTransactions_RunningAvg3 -0.028337632 -0.040527278  0.021421467
BlockSize_RunningAvg2         -0.021912621  0.004036790  0.039216706
BlockSize_RunningAvg3         -0.014227710 -0.004674424  0.042041088
TotalFees_RunningAvg2          0.032040923  0.013139444  0.009104579
TotalFees_RunningAvg3          0.032510671  0.018904019  0.008349327
TotalFeesLog_RunningAvg2       0.031081798  0.014017815  0.006947361
TotalFeesLog_RunningAvg3       0.031602927  0.019395938  0.006652020
Interaction_HourIsWeekend      0.097979302  0.046441940 -0.207586788
BlockSize_Squared             -0.016130085  0.016204729  0.029150572
BlockSize_Cubed               -0.015108264  0.017222842  0.027290946
HourOfDay_Squared              0.370621857  0.426271615 -0.031187747
HourOfDay_Cubed                0.412596054  0.496960649 -0.039371882
HourOfDay1                    -0.039452898 -0.039555183 -0.026148976
HourOfDay2                    -0.038968445 -0.039069474 -0.002330502
HourOfDay3                    -0.039645278 -0.039748062 -0.010405389
HourOfDay4                    -0.043074105 -0.043185779 -0.002381332
HourOfDay5                    -0.041157070 -0.041263774 -0.007991944
HourOfDay6                    -0.041527833 -0.041635498 -0.017228693
HourOfDay7                    -0.040595664 -0.040700912  0.028863505
HourOfDay8                    -0.041435400 -0.041542825 -0.001166930
HourOfDay9                    -0.041157070 -0.041263774  0.026307625
HourOfDay10                   -0.043163647 -0.043275553  0.014957987
HourOfDay11                   -0.041063946 -0.041170408  0.021441002
HourOfDay12                   -0.044401804 -0.044516919  0.019650457
HourOfDay13                   -0.038773231 -0.038873754  0.009580632
HourOfDay14                   -0.045783726 -0.045902424  0.037758931
HourOfDay15                   -0.037884214 -0.037982433  0.024733389
HourOfDay16                   -0.039356410 -0.039458445  0.001664229
HourOfDay17                   -0.043163647 -0.043275553 -0.025465188
HourOfDay18                   -0.040970646 -0.041076866 -0.001991690
HourOfDay19                   -0.039932385 -0.040035913 -0.006039692
HourOfDay20                   -0.040312520 -0.040417034 -0.037058333
HourOfDay21                   -0.041804117 -0.041912498 -0.026009917
HourOfDay22                    1.000000000 -0.038281504 -0.004893167
HourOfDay23                   -0.038281504  1.000000000 -0.022194709
DayOfWeek2                    -0.004893167 -0.022194709  1.000000000
DayOfWeek3                     0.002501840 -0.003367237 -0.168823498
DayOfWeek4                     0.019321049  0.033535489 -0.153075835
DayOfWeek5                    -0.013730938  0.019145578 -0.165040840
DayOfWeek6                    -0.007727318  0.016159419 -0.171366728
DayOfWeek7                     0.011019121 -0.024914400 -0.168458949
hour_sin                      -0.139493802 -0.073436115  0.018971816
hour_cos                       0.250821677  0.279355971 -0.067125703
day_sin                        0.001863462 -0.040584528  0.560315746
day_cos                       -0.005896202 -0.025068791 -0.135814835
                                 DayOfWeek3    DayOfWeek4   DayOfWeek5
AverageFee                     0.0772041053 -0.0002636969  0.060445094
BlockNumber                    0.1120467065 -0.0060686578 -0.043518698
BlockSize                      0.0123458543  0.0125801734 -0.055471984
TotalTransactions              0.0047507943  0.0149519074 -0.001081686
TotalFees                      0.0681429158  0.0028714404  0.063712675
Difficulty                     0.0695168137 -0.0549616096  0.021275172
TimeDiffMinutes                0.0073643220 -0.0026688629  0.001465536
HourOfDay                      0.0263041117 -0.0005613027 -0.021525584
DayOfWeek                     -0.2244525797 -0.0133579165  0.190619451
IsWeekend                     -0.2655598419 -0.2407887239 -0.259609711
TotalFeesLog                   0.0735885677  0.0045578241  0.062792334
TotalTransactions_Lag1         0.0135947081  0.0078740193  0.001386528
BlockSize_Lag1                 0.0150040363  0.0088439864 -0.045626842
TotalFees_Lag1                 0.0666951409  0.0027881390  0.060853433
TotalFeesLog_Lag1              0.0722246681  0.0037615876  0.060947448
TotalTransactions_RunningAvg2  0.0195633078  0.0113886674 -0.004030004
TotalTransactions_RunningAvg3  0.0224798893  0.0079211815 -0.001398897
BlockSize_RunningAvg2          0.0239344262  0.0141321922 -0.053585610
BlockSize_RunningAvg3          0.0328704702  0.0192418235 -0.061750508
TotalFees_RunningAvg2          0.0734375396  0.0014103416  0.062866863
TotalFees_RunningAvg3          0.0745002827 -0.0008905981  0.065095529
TotalFeesLog_RunningAvg2       0.0792677658  0.0024391308  0.062850295
TotalFeesLog_RunningAvg3       0.0805551464  0.0001356449  0.064813272
Interaction_HourIsWeekend     -0.2177098823 -0.1974021538 -0.212831877
BlockSize_Squared              0.0123750345  0.0097877822 -0.045839599
BlockSize_Cubed                0.0098735301  0.0108062235 -0.045829326
HourOfDay_Squared              0.0218520125  0.0083795135 -0.015830712
HourOfDay_Cubed                0.0170991671  0.0176745136 -0.010646452
HourOfDay1                    -0.0213191277 -0.0001868472  0.013940691
HourOfDay2                    -0.0168643558  0.0073975786  0.002446554
HourOfDay3                    -0.0008999800  0.0160944436  0.021148746
HourOfDay4                    -0.0095592127  0.0262087699  0.011263098
HourOfDay5                     0.0210482853 -0.0037038410  0.001475028
HourOfDay6                    -0.0261815651  0.0275307407  0.017968456
HourOfDay7                    -0.0047658606 -0.0071818239  0.014270559
HourOfDay8                     0.0020305499  0.0007235076  0.010650625
HourOfDay9                    -0.0248624544  0.0127225454 -0.001116637
HourOfDay10                   -0.0001392289  0.0100971099 -0.016415622
HourOfDay11                   -0.0245295879 -0.0006195129 -0.021519454
HourOfDay12                    0.0186574603 -0.0049250561 -0.035416234
HourOfDay13                    0.0269794298 -0.0409998179  0.025153268
HourOfDay14                    0.0125764554 -0.0297324719 -0.006957239
HourOfDay15                    0.0202802410 -0.0237357927  0.006964435
HourOfDay16                   -0.0050219666 -0.0340557632 -0.026142807
HourOfDay17                   -0.0001392289  0.0127186465 -0.011452282
HourOfDay18                    0.0065391612 -0.0222645341  0.004836897
HourOfDay19                    0.0241453664  0.0092856070  0.003864941
HourOfDay20                    0.0145732873  0.0049966146  0.007585147
HourOfDay21                   -0.0120712583  0.0074428050 -0.019019094
HourOfDay22                    0.0025018399  0.0193210488 -0.013730938
HourOfDay23                   -0.0033672374  0.0335354891  0.019145578
DayOfWeek2                    -0.1688234977 -0.1530758352 -0.165040840
DayOfWeek3                     1.0000000000 -0.1605406703 -0.173089156
DayOfWeek4                    -0.1605406703  1.0000000000 -0.156943598
DayOfWeek5                    -0.1730891561 -0.1569435978  1.000000000
DayOfWeek6                    -0.1797235298 -0.1629591248 -0.175696646
DayOfWeek7                    -0.1766739511 -0.1601940073 -0.172715397
hour_sin                      -0.0315205833  0.0324229638  0.023721200
hour_cos                      -0.0160344303  0.0427055876  0.026133788
day_sin                        0.2651233416 -0.2286324778 -0.561793521
day_cos                       -0.5456372640 -0.4947408449 -0.139246464
                                 DayOfWeek6   DayOfWeek7      hour_sin
AverageFee                     0.0273317210 -0.077576918 -9.079744e-02
BlockNumber                   -0.0689469124 -0.029230560 -5.596032e-03
BlockSize                     -0.0408872862 -0.016393831  5.198294e-02
TotalTransactions             -0.0249966909 -0.010872105 -2.536957e-02
TotalFees                      0.0131040200 -0.077792842 -1.054150e-01
Difficulty                    -0.0454272463 -0.019301341  4.616187e-03
TimeDiffMinutes                0.0097234464  0.010352962  1.833581e-02
HourOfDay                      0.0048340729  0.003631968 -7.890837e-01
DayOfWeek                      0.4108055365  0.613102530  1.121354e-04
IsWeekend                     -0.2695603508  0.665288659 -2.542329e-02
TotalFeesLog                   0.0161064288 -0.081185493 -1.109361e-01
TotalTransactions_Lag1        -0.0212570889 -0.015938672 -4.219493e-02
BlockSize_Lag1                -0.0429497018 -0.012170064  5.727923e-02
TotalFees_Lag1                 0.0177535719 -0.077613642 -1.089334e-01
TotalFeesLog_Lag1              0.0198754575 -0.080403361 -1.138722e-01
TotalTransactions_RunningAvg2 -0.0228181708 -0.022081318 -5.371483e-02
TotalTransactions_RunningAvg3 -0.0265083779 -0.020939240 -5.664126e-02
BlockSize_RunningAvg2         -0.0593568681 -0.016357453  6.513758e-02
BlockSize_RunningAvg3         -0.0625211947 -0.028022454  7.007699e-02
TotalFees_RunningAvg2          0.0171769415 -0.082811380 -1.182755e-01
TotalFees_RunningAvg3          0.0188769729 -0.083188456 -1.192858e-01
TotalFeesLog_RunningAvg2       0.0198822473 -0.085499451 -1.227624e-01
TotalFeesLog_RunningAvg3       0.0213789446 -0.085982879 -1.237439e-01
Interaction_HourIsWeekend     -0.2209895586  0.545970456 -2.624681e-01
BlockSize_Squared             -0.0423197606 -0.009831486  5.845345e-02
BlockSize_Cubed               -0.0413657321 -0.007599349  5.908502e-02
HourOfDay_Squared              0.0044329854  0.005198638 -7.929513e-01
HourOfDay_Cubed                0.0037617856  0.004255070 -7.259987e-01
HourOfDay1                    -0.0022637048  0.029417384  7.123230e-02
HourOfDay2                     0.0077206946 -0.024639847  1.379688e-01
HourOfDay3                     0.0152274167 -0.005875254  1.994326e-01
HourOfDay4                    -0.0045520462 -0.001881028  2.659251e-01
HourOfDay5                    -0.0117117556  0.003524475  2.836684e-01
HourOfDay6                    -0.0006431657 -0.013224745  2.964033e-01
HourOfDay7                    -0.0350555756 -0.004451984  2.797990e-01
HourOfDay8                     0.0022512854 -0.005254928  2.558083e-01
HourOfDay9                    -0.0117117556  0.006078932  2.070376e-01
HourOfDay10                    0.0144202796  0.005094045  1.528220e-01
HourOfDay11                    0.0215371216 -0.006323612  7.414105e-02
HourOfDay12                    0.0113231411  0.002347003 -2.504621e-03
HourOfDay13                   -0.0154200310 -0.015849906 -7.437940e-02
HourOfDay14                   -0.0198547859 -0.005598233 -1.672636e-01
HourOfDay15                    0.0043753277 -0.006960781 -1.948477e-01
HourOfDay16                    0.0665198209 -0.007379898 -2.474133e-01
HourOfDay17                    0.0023348559  0.022216336 -3.023679e-01
HourOfDay18                   -0.0160478481  0.014568403 -2.970485e-01
HourOfDay19                   -0.0224067007  0.016619030 -2.797324e-01
HourOfDay20                   -0.0263727700 -0.013724011 -2.534239e-01
HourOfDay21                    0.0181168491  0.015942472 -2.150087e-01
HourOfDay22                   -0.0077273180  0.011019121 -1.394938e-01
HourOfDay23                    0.0161594194 -0.024914400 -7.343612e-02
DayOfWeek2                    -0.1713667283 -0.168458949  1.897182e-02
DayOfWeek3                    -0.1797235298 -0.176673951 -3.152058e-02
DayOfWeek4                    -0.1629591248 -0.160194007  3.242296e-02
DayOfWeek5                    -0.1756966464 -0.172715397  2.372120e-02
DayOfWeek6                     1.0000000000 -0.179335444 -8.188077e-03
DayOfWeek7                    -0.1793354444  1.000000000 -1.624170e-02
hour_sin                      -0.0081880774 -0.016241698  1.000000e+00
hour_cos                      -0.0069172563  0.007019487  5.813372e-05
day_sin                       -0.4664878245  0.006471156 -1.904676e-02
day_cos                        0.3657717932  0.582840895 -1.987766e-02
                                   hour_cos       day_sin       day_cos
AverageFee                     5.157959e-02 -0.0572599248 -0.1007588933
BlockNumber                    2.711911e-02  0.0922830674 -0.0853790934
BlockSize                      5.756058e-02  0.0813469531 -0.0112897929
TotalTransactions             -1.086138e-01  0.0176164988 -0.0237761538
TotalFees                     -1.987177e-02 -0.0480215705 -0.1010775777
Difficulty                     2.586570e-02  0.0459726002 -0.0325760237
TimeDiffMinutes               -1.313426e-03 -0.0135660819  0.0004016873
HourOfDay                     -9.528917e-02  0.0077267265 -0.0035375960
DayOfWeek                      2.358729e-02 -0.7299267560  0.3895292811
IsWeekend                      1.774902e-02  0.3409556723  0.7170434071
TotalFeesLog                  -2.027121e-02 -0.0503713885 -0.1060033333
TotalTransactions_Lag1        -1.099817e-01  0.0164673147 -0.0253220871
BlockSize_Lag1                 4.378734e-02  0.0743290406 -0.0137632099
TotalFees_Lag1                -1.274105e-02 -0.0493472296 -0.0971788822
TotalFeesLog_Lag1             -1.274680e-02 -0.0517505319 -0.1018577384
TotalTransactions_RunningAvg2 -1.209840e-01  0.0224351284 -0.0340130768
TotalTransactions_RunningAvg3 -1.252668e-01  0.0242345251 -0.0352150415
BlockSize_RunningAvg2          5.433604e-02  0.0922645366 -0.0253285906
BlockSize_RunningAvg3          6.485681e-02  0.1023187966 -0.0358187890
TotalFees_RunningAvg2         -9.837737e-03 -0.0489391886 -0.1034426304
TotalFees_RunningAvg3         -5.260430e-03 -0.0510406617 -0.1033072459
TotalFeesLog_RunningAvg2      -9.516905e-03 -0.0518480528 -0.1082803724
TotalFeesLog_RunningAvg3      -5.152368e-03 -0.0535067925 -0.1084144731
Interaction_HourIsWeekend     -1.990784e-02  0.2793002967  0.5879485028
BlockSize_Squared              4.669402e-02  0.0728469561 -0.0111769446
BlockSize_Cubed                4.898505e-02  0.0708729357 -0.0087945789
HourOfDay_Squared              1.548914e-01 -0.0033466601 -0.0023082140
HourOfDay_Cubed                3.036046e-01 -0.0122435383 -0.0042942681
HourOfDay1                     2.879041e-01 -0.0206330883  0.0270644488
HourOfDay2                     2.559845e-01 -0.0000705309  0.0029326703
HourOfDay3                     2.144933e-01 -0.0384359481 -0.0165574737
HourOfDay4                     1.680000e-01 -0.0190495952 -0.0155448029
HourOfDay5                     8.814843e-02  0.0043464705 -0.0101958488
HourOfDay6                     1.057528e-02 -0.0227965512 -0.0025395941
HourOfDay7                    -6.627023e-02  0.0250031799 -0.0099445138
HourOfDay8                    -1.405052e-01 -0.0099325108 -0.0070746635
HourOfDay9                    -2.017109e-01  0.0075162529  0.0007734694
HourOfDay10                   -2.615591e-01 -0.0035323581 -0.0054422267
HourOfDay11                   -2.787463e-01  0.0108134939  0.0183171085
HourOfDay12                   -3.124353e-01  0.0224165374 -0.0036093907
HourOfDay13                   -2.631967e-01  0.0162498956 -0.0089042479
HourOfDay14                   -2.774361e-01  0.0425998079 -0.0020890721
HourOfDay15                   -1.856706e-01  0.0055322568 -0.0130512267
HourOfDay16                   -1.334554e-01 -0.0068426504  0.0371883732
HourOfDay17                   -7.046233e-02 -0.0103021734  0.0105334483
HourOfDay18                    1.043339e-02  0.0142765177  0.0124868015
HourOfDay19                    8.552545e-02 -0.0021771149 -0.0212195649
HourOfDay20                    1.572291e-01  0.0109495894 -0.0052911724
HourOfDay21                    2.261733e-01 -0.0087474025  0.0257158128
HourOfDay22                    2.508217e-01  0.0018634620 -0.0058962018
HourOfDay23                    2.793560e-01 -0.0405845279 -0.0250687906
DayOfWeek2                    -6.712570e-02  0.5603157455 -0.1358148347
DayOfWeek3                    -1.603443e-02  0.2651233416 -0.5456372640
DayOfWeek4                     4.270559e-02 -0.2286324778 -0.4947408449
DayOfWeek5                     2.613379e-02 -0.5617935213 -0.1392464641
DayOfWeek6                    -6.917256e-03 -0.4664878245  0.3657717932
DayOfWeek7                     7.019487e-03  0.0064711556  0.5828408950
hour_sin                       5.813372e-05 -0.0190467630 -0.0198776611
hour_cos                       1.000000e+00 -0.0481384253 -0.0002174355
day_sin                       -4.813843e-02  1.0000000000 -0.0340914874
